id,breed
Bengal_80,Bengal
Bengal_81,Bengal
Bengal_82,Bengal
Bengal_83,Bengal
Bengal_84,Bengal
Bengal_85,Bengal
Bengal_86,Bengal
Bengal_87,Bengal
Bengal_88,Bengal
Bengal_89,Bengal
Bengal_9,Bengal
Bengal_90,Bengal
Bengal_91,Bengal
Bengal_92,Bengal
Bengal_93,Bengal
Bengal_94,Bengal
Bengal_95,Bengal
Bengal_96,Bengal
Bengal_97,Bengal
Bengal_98,Bengal
Bengal_99,Bengal
Birman_1,Birman
Birman_10,Birman
Birman_100,Birman
Birman_101,Birman
Birman_102,Birman
Birman_103,Birman
Birman_104,Birman
Birman_105,Birman
Birman_106,Birman
Birman_107,Birman
Birman_108,Birman
Birman_109,Birman
Birman_11,Birman
Birman_110,Birman
Birman_111,Birman
Birman_112,Birman
Birman_113,Birman
Birman_114,Birman
Birman_115,Birman
Birman_116,Birman
Birman_117,Birman
Birman_118,Birman
Birman_119,Birman
Birman_12,Birman
Birman_120,Birman
Birman_121,Birman
Birman_122,Birman
Birman_123,Birman
Birman_124,Birman
Birman_125,Birman
Birman_126,Birman
Birman_127,Birman
Birman_128,Birman
Birman_129,Birman
Birman_13,Birman
Birman_130,Birman
Birman_131,Birman
Birman_132,Birman
Birman_133,Birman
Birman_134,Birman
Birman_135,Birman
Birman_136,Birman
Birman_137,Birman
Birman_138,Birman
Birman_139,Birman
Birman_14,Birman
Birman_140,Birman
Birman_141,Birman
Birman_142,Birman
Birman_143,Birman
Birman_144,Birman
Birman_145,Birman
Birman_146,Birman
Birman_147,Birman
Birman_148,Birman
Birman_149,Birman
Birman_15,Birman
Birman_150,Birman
Birman_151,Birman
Birman_152,Birman
Birman_153,Birman
Birman_154,Birman
Birman_155,Birman
Birman_156,Birman
Birman_157,Birman
Birman_158,Birman
Birman_159,Birman
Birman_16,Birman
Birman_160,Birman
Birman_161,Birman
Birman_162,Birman
Birman_163,Birman
Birman_164,Birman
Birman_165,Birman
Birman_166,Birman
Birman_167,Birman
Birman_168,Birman
Birman_169,Birman
Birman_17,Birman
Birman_170,Birman
Birman_171,Birman
Birman_172,Birman
Birman_173,Birman
Birman_174,Birman
Birman_175,Birman
Birman_176,Birman
Birman_177,Birman
Birman_178,Birman
Birman_179,Birman
Birman_18,Birman
Birman_180,Birman
Birman_181,Birman
Birman_182,Birman
Birman_183,Birman
Birman_184,Birman
Birman_185,Birman
Birman_186,Birman
Birman_187,Birman
Birman_188,Birman
Birman_189,Birman
Birman_19,Birman
Birman_190,Birman
Birman_191,Birman
Birman_192,Birman
Birman_193,Birman
Birman_194,Birman
Birman_196,Birman
Birman_197,Birman
Birman_198,Birman
Birman_199,Birman
Birman_2,Birman
Birman_20,Birman
Birman_200,Birman
Birman_201,Birman
Birman_21,Birman
Birman_22,Birman
Birman_23,Birman
Birman_24,Birman
Birman_25,Birman
Birman_26,Birman
Birman_27,Birman
Birman_28,Birman
Birman_29,Birman
Birman_3,Birman
Birman_30,Birman
Birman_31,Birman
Birman_32,Birman
Birman_33,Birman
Birman_34,Birman
Birman_35,Birman
Birman_36,Birman
Birman_37,Birman
Birman_38,Birman
Birman_39,Birman
Birman_4,Birman
Birman_40,Birman
Birman_41,Birman
Birman_42,Birman
Birman_43,Birman
Birman_44,Birman
Birman_45,Birman
Birman_46,Birman
Birman_47,Birman
Birman_48,Birman
Birman_49,Birman
Birman_5,Birman
Birman_50,Birman
Birman_51,Birman
Birman_52,Birman
Birman_53,Birman
Birman_54,Birman
Birman_55,Birman
Birman_56,Birman
Birman_57,Birman
Birman_58,Birman
Birman_59,Birman
Birman_6,Birman
Birman_60,Birman
Birman_61,Birman
Birman_62,Birman
Birman_63,Birman
Birman_64,Birman
Birman_65,Birman
Birman_66,Birman
Birman_67,Birman
Birman_68,Birman
Birman_69,Birman
Birman_7,Birman
Birman_70,Birman
Birman_71,Birman
Birman_72,Birman
Birman_73,Birman
Birman_74,Birman
Birman_75,Birman
Birman_76,Birman
Birman_77,Birman
Birman_78,Birman
Birman_79,Birman
Birman_8,Birman
Birman_80,Birman
Birman_81,Birman
Birman_82,Birman
Birman_83,Birman
Birman_84,Birman
Birman_85,Birman
Birman_86,Birman
Birman_87,Birman
Birman_88,Birman
Birman_89,Birman
Birman_9,Birman
Birman_90,Birman
Birman_91,Birman
Birman_92,Birman
Birman_93,Birman
Birman_94,Birman
Birman_95,Birman
Birman_96,Birman
Birman_97,Birman
Birman_98,Birman
Birman_99,Birman
Bombay_1,Bombay
Bombay_10,Bombay
Bombay_100,Bombay
Bombay_101,Bombay
Bombay_102,Bombay
Bombay_103,Bombay
Bombay_104,Bombay
Bombay_105,Bombay
Bombay_106,Bombay
Bombay_107,Bombay
Bombay_108,Bombay
Bombay_109,Bombay
Bombay_11,Bombay
Bombay_110,Bombay
Bombay_111,Bombay
Bombay_112,Bombay
Bombay_113,Bombay
Bombay_114,Bombay
Bombay_115,Bombay
Bombay_116,Bombay
Bombay_117,Bombay
Bombay_118,Bombay
Bombay_119,Bombay
Bombay_12,Bombay
Bombay_120,Bombay
Bombay_121,Bombay
Bombay_122,Bombay
Bombay_123,Bombay
Bombay_125,Bombay
Bombay_126,Bombay
Bombay_127,Bombay
Bombay_128,Bombay
Bombay_129,Bombay
Bombay_13,Bombay
Bombay_130,Bombay
Bombay_131,Bombay
Bombay_132,Bombay
Bombay_133,Bombay
Bombay_134,Bombay
Bombay_135,Bombay
Bombay_136,Bombay
Bombay_137,Bombay
Bombay_138,Bombay
Bombay_139,Bombay
Bombay_14,Bombay
Bombay_140,Bombay
Bombay_141,Bombay
Bombay_143,Bombay
Bombay_144,Bombay
Bombay_145,Bombay
Bombay_146,Bombay
Bombay_148,Bombay
Bombay_15,Bombay
Bombay_150,Bombay
Bombay_151,Bombay
Bombay_152,Bombay
Bombay_153,Bombay
Bombay_154,Bombay
Bombay_155,Bombay
Bombay_156,Bombay
Bombay_157,Bombay
Bombay_158,Bombay
Bombay_159,Bombay
Bombay_16,Bombay
Bombay_160,Bombay
Bombay_161,Bombay
Bombay_162,Bombay
Bombay_163,Bombay
Bombay_164,Bombay
Bombay_166,Bombay
Bombay_167,Bombay
Bombay_168,Bombay
Bombay_169,Bombay
Bombay_170,Bombay
Bombay_171,Bombay
Bombay_172,Bombay
Bombay_173,Bombay
Bombay_174,Bombay
Bombay_175,Bombay
Bombay_176,Bombay
Bombay_177,Bombay
Bombay_178,Bombay
Bombay_179,Bombay
Bombay_18,Bombay
Bombay_180,Bombay
Bombay_181,Bombay
Bombay_182,Bombay
Bombay_183,Bombay
Bombay_184,Bombay
Bombay_185,Bombay
Bombay_186,Bombay
Bombay_188,Bombay
Bombay_189,Bombay
Bombay_19,Bombay
Bombay_190,Bombay
Bombay_191,Bombay
Bombay_192,Bombay
Bombay_193,Bombay
Bombay_194,Bombay
Bombay_198,Bombay
Bombay_2,Bombay
Bombay_20,Bombay
Bombay_200,Bombay
Bombay_201,Bombay
Bombay_202,Bombay
Bombay_203,Bombay
Bombay_204,Bombay
Bombay_205,Bombay
Bombay_206,Bombay
Bombay_208,Bombay
Bombay_209,Bombay
Bombay_21,Bombay
Bombay_210,Bombay
Bombay_213,Bombay
Bombay_214,Bombay
Bombay_215,Bombay
Bombay_217,Bombay
Bombay_22,Bombay
Bombay_220,Bombay
Bombay_221,Bombay
Bombay_23,Bombay
Bombay_24,Bombay
Bombay_25,Bombay
Bombay_26,Bombay
Bombay_27,Bombay
Bombay_29,Bombay
Bombay_3,Bombay
Bombay_30,Bombay
Bombay_31,Bombay
Bombay_32,Bombay
Bombay_33,Bombay
Bombay_34,Bombay
Bombay_36,Bombay
Bombay_37,Bombay
Bombay_38,Bombay
Bombay_39,Bombay
Bombay_4,Bombay
Bombay_40,Bombay
Bombay_41,Bombay
Bombay_42,Bombay
Bombay_43,Bombay
Bombay_45,Bombay
Bombay_46,Bombay
Bombay_47,Bombay
Bombay_48,Bombay
Bombay_49,Bombay
Bombay_5,Bombay
Bombay_50,Bombay
Bombay_52,Bombay
Bombay_53,Bombay
Bombay_54,Bombay
Bombay_55,Bombay
Bombay_56,Bombay
Bombay_57,Bombay
Bombay_58,Bombay
Bombay_59,Bombay
Bombay_6,Bombay
Bombay_60,Bombay
Bombay_61,Bombay
Bombay_62,Bombay
Bombay_63,Bombay
Bombay_64,Bombay
Bombay_65,Bombay
Bombay_66,Bombay
Bombay_67,Bombay
Bombay_68,Bombay
Bombay_69,Bombay
Bombay_7,Bombay
Bombay_70,Bombay
Bombay_71,Bombay
Bombay_72,Bombay
Bombay_73,Bombay
Bombay_74,Bombay
Bombay_75,Bombay
Bombay_76,Bombay
Bombay_77,Bombay
Bombay_78,Bombay
Bombay_79,Bombay
Bombay_8,Bombay
Bombay_80,Bombay
Bombay_81,Bombay
Bombay_82,Bombay
Bombay_83,Bombay
Bombay_84,Bombay
Bombay_85,Bombay
Bombay_86,Bombay
Bombay_87,Bombay
Bombay_88,Bombay
Bombay_89,Bombay
Bombay_9,Bombay
Bombay_90,Bombay
Bombay_91,Bombay
Bombay_92,Bombay
Bombay_93,Bombay
Bombay_94,Bombay
Bombay_95,Bombay
Bombay_96,Bombay
Bombay_97,Bombay
Bombay_98,Bombay
Bombay_99,Bombay
British_Shorthair_10,British_Shorthair
British_Shorthair_100,British_Shorthair
British_Shorthair_101,British_Shorthair
British_Shorthair_102,British_Shorthair
British_Shorthair_103,British_Shorthair
British_Shorthair_104,British_Shorthair
British_Shorthair_105,British_Shorthair
British_Shorthair_106,British_Shorthair
British_Shorthair_107,British_Shorthair
British_Shorthair_108,British_Shorthair
British_Shorthair_109,British_Shorthair
British_Shorthair_110,British_Shorthair
British_Shorthair_111,British_Shorthair
British_Shorthair_112,British_Shorthair
British_Shorthair_113,British_Shorthair
British_Shorthair_114,British_Shorthair
British_Shorthair_115,British_Shorthair
British_Shorthair_116,British_Shorthair
British_Shorthair_117,British_Shorthair
British_Shorthair_118,British_Shorthair
British_Shorthair_119,British_Shorthair
British_Shorthair_120,British_Shorthair
British_Shorthair_121,British_Shorthair
British_Shorthair_122,British_Shorthair
British_Shorthair_123,British_Shorthair
British_Shorthair_124,British_Shorthair
British_Shorthair_125,British_Shorthair
British_Shorthair_126,British_Shorthair
British_Shorthair_127,British_Shorthair
British_Shorthair_128,British_Shorthair
British_Shorthair_129,British_Shorthair
British_Shorthair_130,British_Shorthair
British_Shorthair_133,British_Shorthair
British_Shorthair_134,British_Shorthair
British_Shorthair_135,British_Shorthair
British_Shorthair_136,British_Shorthair
British_Shorthair_137,British_Shorthair
British_Shorthair_139,British_Shorthair
British_Shorthair_140,British_Shorthair
British_Shorthair_141,British_Shorthair
British_Shorthair_144,British_Shorthair
British_Shorthair_145,British_Shorthair
British_Shorthair_148,British_Shorthair
British_Shorthair_149,British_Shorthair
British_Shorthair_15,British_Shorthair
British_Shorthair_151,British_Shorthair
British_Shorthair_153,British_Shorthair
British_Shorthair_154,British_Shorthair
British_Shorthair_155,British_Shorthair
British_Shorthair_156,British_Shorthair
British_Shorthair_157,British_Shorthair
British_Shorthair_158,British_Shorthair
British_Shorthair_159,British_Shorthair
British_Shorthair_16,British_Shorthair
British_Shorthair_160,British_Shorthair
British_Shorthair_161,British_Shorthair
British_Shorthair_162,British_Shorthair
British_Shorthair_163,British_Shorthair
British_Shorthair_164,British_Shorthair
British_Shorthair_165,British_Shorthair
British_Shorthair_166,British_Shorthair
British_Shorthair_167,British_Shorthair
British_Shorthair_168,British_Shorthair
British_Shorthair_169,British_Shorthair
British_Shorthair_17,British_Shorthair
British_Shorthair_170,British_Shorthair
British_Shorthair_172,British_Shorthair
British_Shorthair_173,British_Shorthair
British_Shorthair_174,British_Shorthair
British_Shorthair_175,British_Shorthair
British_Shorthair_176,British_Shorthair
British_Shorthair_177,British_Shorthair
British_Shorthair_178,British_Shorthair
British_Shorthair_179,British_Shorthair
British_Shorthair_18,British_Shorthair
British_Shorthair_180,British_Shorthair
British_Shorthair_181,British_Shorthair
British_Shorthair_182,British_Shorthair
British_Shorthair_183,British_Shorthair
British_Shorthair_184,British_Shorthair
British_Shorthair_185,British_Shorthair
British_Shorthair_186,British_Shorthair
British_Shorthair_187,British_Shorthair
British_Shorthair_188,British_Shorthair
British_Shorthair_189,British_Shorthair
British_Shorthair_190,British_Shorthair
British_Shorthair_193,British_Shorthair
British_Shorthair_195,British_Shorthair
British_Shorthair_196,British_Shorthair
British_Shorthair_197,British_Shorthair
British_Shorthair_198,British_Shorthair
British_Shorthair_199,British_Shorthair
British_Shorthair_2,British_Shorthair
British_Shorthair_200,British_Shorthair
British_Shorthair_201,British_Shorthair
British_Shorthair_203,British_Shorthair
British_Shorthair_204,British_Shorthair
British_Shorthair_205,British_Shorthair
British_Shorthair_207,British_Shorthair
British_Shorthair_209,British_Shorthair
British_Shorthair_21,British_Shorthair
British_Shorthair_210,British_Shorthair
British_Shorthair_212,British_Shorthair
British_Shorthair_213,British_Shorthair
British_Shorthair_218,British_Shorthair
British_Shorthair_22,British_Shorthair
British_Shorthair_223,British_Shorthair
British_Shorthair_230,British_Shorthair
British_Shorthair_239,British_Shorthair
British_Shorthair_241,British_Shorthair
British_Shorthair_248,British_Shorthair
British_Shorthair_25,British_Shorthair
British_Shorthair_258,British_Shorthair
British_Shorthair_26,British_Shorthair
British_Shorthair_263,British_Shorthair
British_Shorthair_265,British_Shorthair
British_Shorthair_266,British_Shorthair
British_Shorthair_267,British_Shorthair
British_Shorthair_268,British_Shorthair
British_Shorthair_269,British_Shorthair
British_Shorthair_27,British_Shorthair
British_Shorthair_270,British_Shorthair
British_Shorthair_271,British_Shorthair
British_Shorthair_272,British_Shorthair
British_Shorthair_273,British_Shorthair
British_Shorthair_274,British_Shorthair
British_Shorthair_275,British_Shorthair
British_Shorthair_276,British_Shorthair
British_Shorthair_277,British_Shorthair
British_Shorthair_278,British_Shorthair
British_Shorthair_28,British_Shorthair
British_Shorthair_29,British_Shorthair
British_Shorthair_3,British_Shorthair
British_Shorthair_30,British_Shorthair
British_Shorthair_31,British_Shorthair
British_Shorthair_32,British_Shorthair
British_Shorthair_33,British_Shorthair
British_Shorthair_34,British_Shorthair
British_Shorthair_36,British_Shorthair
British_Shorthair_37,British_Shorthair
British_Shorthair_38,British_Shorthair
British_Shorthair_39,British_Shorthair
British_Shorthair_40,British_Shorthair
British_Shorthair_41,British_Shorthair
British_Shorthair_42,British_Shorthair
British_Shorthair_43,British_Shorthair
British_Shorthair_44,British_Shorthair
British_Shorthair_45,British_Shorthair
British_Shorthair_46,British_Shorthair
British_Shorthair_47,British_Shorthair
British_Shorthair_48,British_Shorthair
British_Shorthair_49,British_Shorthair
British_Shorthair_50,British_Shorthair
British_Shorthair_51,British_Shorthair
British_Shorthair_52,British_Shorthair
British_Shorthair_53,British_Shorthair
British_Shorthair_54,British_Shorthair
British_Shorthair_55,British_Shorthair
British_Shorthair_56,British_Shorthair
British_Shorthair_57,British_Shorthair
British_Shorthair_58,British_Shorthair
British_Shorthair_59,British_Shorthair
British_Shorthair_6,British_Shorthair
British_Shorthair_60,British_Shorthair
British_Shorthair_61,British_Shorthair
British_Shorthair_62,British_Shorthair
British_Shorthair_63,British_Shorthair
British_Shorthair_64,British_Shorthair
British_Shorthair_65,British_Shorthair
British_Shorthair_66,British_Shorthair
British_Shorthair_67,British_Shorthair
British_Shorthair_68,British_Shorthair
British_Shorthair_70,British_Shorthair
British_Shorthair_71,British_Shorthair
British_Shorthair_72,British_Shorthair
British_Shorthair_74,British_Shorthair
British_Shorthair_75,British_Shorthair
British_Shorthair_77,British_Shorthair
British_Shorthair_78,British_Shorthair
British_Shorthair_79,British_Shorthair
British_Shorthair_8,British_Shorthair
British_Shorthair_82,British_Shorthair
British_Shorthair_83,British_Shorthair
British_Shorthair_84,British_Shorthair
British_Shorthair_85,British_Shorthair
British_Shorthair_86,British_Shorthair
British_Shorthair_87,British_Shorthair
British_Shorthair_88,British_Shorthair
British_Shorthair_89,British_Shorthair
British_Shorthair_9,British_Shorthair
British_Shorthair_90,British_Shorthair
British_Shorthair_91,British_Shorthair
British_Shorthair_92,British_Shorthair
British_Shorthair_93,British_Shorthair
British_Shorthair_94,British_Shorthair
British_Shorthair_95,British_Shorthair
British_Shorthair_96,British_Shorthair
British_Shorthair_97,British_Shorthair
British_Shorthair_98,British_Shorthair
British_Shorthair_99,British_Shorthair
Egyptian_Mau_1,Egyptian_Mau
Egyptian_Mau_10,Egyptian_Mau
Egyptian_Mau_100,Egyptian_Mau
Egyptian_Mau_101,Egyptian_Mau
Egyptian_Mau_102,Egyptian_Mau
Egyptian_Mau_103,Egyptian_Mau
Egyptian_Mau_104,Egyptian_Mau
Egyptian_Mau_105,Egyptian_Mau
Egyptian_Mau_106,Egyptian_Mau
Egyptian_Mau_107,Egyptian_Mau
Egyptian_Mau_108,Egyptian_Mau
Egyptian_Mau_109,Egyptian_Mau
Egyptian_Mau_11,Egyptian_Mau
Egyptian_Mau_110,Egyptian_Mau
Egyptian_Mau_111,Egyptian_Mau
Egyptian_Mau_112,Egyptian_Mau
Egyptian_Mau_113,Egyptian_Mau
Egyptian_Mau_114,Egyptian_Mau
Egyptian_Mau_115,Egyptian_Mau
Egyptian_Mau_116,Egyptian_Mau
Egyptian_Mau_117,Egyptian_Mau
Egyptian_Mau_118,Egyptian_Mau
Egyptian_Mau_119,Egyptian_Mau
Egyptian_Mau_12,Egyptian_Mau
Egyptian_Mau_120,Egyptian_Mau
Egyptian_Mau_121,Egyptian_Mau
Egyptian_Mau_122,Egyptian_Mau
Egyptian_Mau_123,Egyptian_Mau
Egyptian_Mau_124,Egyptian_Mau
Egyptian_Mau_125,Egyptian_Mau
Egyptian_Mau_126,Egyptian_Mau
Egyptian_Mau_127,Egyptian_Mau
Egyptian_Mau_128,Egyptian_Mau
Egyptian_Mau_129,Egyptian_Mau
Egyptian_Mau_13,Egyptian_Mau
